more_details_url,make,model,battery_,towbar,market_segment,number_of_seats,acceleration,top_speed,range,efficiency,fastcharge,germany_price,nl_price,uk_price,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1779/Toyota-Proace-City-Verso-Electric-L1-50-kWh,Toyota,Proace City Verso Electric L1 50 kWh,46.3,Towbar possible,SPV,5,11.2,135,210,220,330,37800,45495,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1602/Opel-Vivaro-e-Combi-M-75-kWh,Opel,Vivaro-e Combi M 75 kWh,68,Towbar possible,SPV,9,13.3,130,265,257,290,56942,57123,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1939/Citroen-e-C4-X-54-kWh,Citroen,e-C4 X 54 kWh,50.8,Towbar not possible,Sedan,5,10,150,305,167,440,41540,45940,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1607/Peugeot-e-Expert-Combi-Standard-75-kWh,Peugeot,e-Expert Combi Standard 75 kWh,68,Towbar possible,SPV,9,14.3,130,265,257,290,57940,57367,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1615/Mercedes-eVito-Tourer-Long-90-kWh,Mercedes,eVito Tourer Long 90 kWh,90,Towbar not possible,SPV,9,12,160,310,290,310,64248,79061,76368,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1903/Abarth-500e-Hatchback,Abarth,500e Hatchback,37.8,Towbar not possible,Hatchback,4,7,155,225,168,370,37990,38490,34195,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1822/XPENG-P7-AWD-Performance,XPENG,P7 AWD Performance,82.7,Towbar not possible,Sedan,5,4.1,200,460,180,640,N/A,61188,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1774/Audi-SQ8-e-tron-Sportback,Audi,SQ8 e-tron Sportback,106,Towbar possible,SUV,5,4.5,210,480,221,610,98050,101535,100000,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1908/Mercedes-EQT-200-Standard,Mercedes,EQT 200 Standard,45,Towbar possible,SPV,5,12.6,132,225,200,230,49445,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1305/Nissan-Ariya-e-4ORCE-87kWh---290-kW,Nissan,Ariya e-4ORCE 87kWh - 290 kW,87,Towbar possible,SUV,5,5.1,200,405,215,480,71490,71990,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1766/Aiways-U6,Aiways,U6,60,Towbar not possible,SUV,5,7,160,350,171,430,47588,48975,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1921/NIO-EL6-75-kWh,NIO,EL6 75 kWh,70.5,Towbar possible,SUV,5,4.5,200,350,201,470,65500,67900,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1925/Porsche-Taycan-4S,Porsche,Taycan 4S,71,Towbar not possible,Sedan,4,4,250,415,171,1020,114559,120564,90700,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1930/Porsche-Taycan-4S-Cross-Turismo,Porsche,Taycan 4S Cross Turismo,83.7,Towbar not possible,Station,4,4.1,240,440,190,1080,119914,126064,95200,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1315/Mercedes-EQV-300-Extra-Long,Mercedes,EQV 300 Extra-Long,90,Towbar not possible,SPV,7,12.1,160,310,290,310,72519,84809,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1929/Porsche-Taycan-4-Cross-Turismo,Porsche,Taycan 4 Cross Turismo,83.7,Towbar not possible,Station,4,5.1,220,440,190,1080,103254,109064,88200,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1763/Mercedes-EQE-SUV-AMG-43-4MATIC,Mercedes,EQE SUV AMG 43 4MATIC,90.6,Towbar possible,SUV,5,4.3,210,415,218,620,124920,130791,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1788/NIO-EL7-75-kWh,NIO,EL7 75 kWh,70.5,Towbar possible,SUV,5,3.9,200,340,207,460,85900,88900,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1898/Mercedes-EQE-350,Mercedes,EQE 350,89,Towbar possible,Sedan,5,6.4,210,510,175,640,70995,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1514/Toyota-PROACE-Verso-M-75-kWh,Toyota,PROACE Verso M 75 kWh,68,Towbar possible,SPV,8,13.1,130,265,257,290,64530,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1714/Mercedes-EQE-350,Mercedes,EQE 350,89,Towbar possible,Sedan,5,6.4,210,510,175,640,N/A,83238,77345,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1726/Fiat-500e-3plus1-24-kWh,Fiat,500e 3+1 24 kWh,21.3,Towbar not possible,Hatchback,4,9,135,135,158,230,N/A,30990,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1616/Mercedes-eVito-Tourer-Extra-Long-90-kWh,Mercedes,eVito Tourer Extra-Long 90 kWh,90,Towbar not possible,SPV,9,12,160,305,295,310,65140,80253,83850,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1544/Opel-Combo-e-Life-50-kWh,Opel,Combo-e Life 50 kWh,46.3,Towbar possible,SPV,7,11.7,135,205,226,330,43050,39434,34085,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1621/Porsche-Taycan-Sport-Turismo,Porsche,Taycan Sport Turismo,71,Towbar not possible,Station,4,5.4,230,380,187,930,94091,99563,80200,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1750/Kia-e-Soul-392-kWh,Kia,e-Soul 39.2 kWh,39.2,Towbar not possible,SUV,5,9.9,157,230,170,200,N/A,37295,32845,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1523/Peugeot-e-Rifter-Long-50-kWh,Peugeot,e-Rifter Long 50 kWh,46.3,Towbar possible,SPV,7,11.7,135,200,232,320,42440,41430,35120,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1522/Peugeot-e-Rifter-Standard-50-kWh,Peugeot,e-Rifter Standard 50 kWh,46.3,Towbar possible,SPV,7,11.7,135,205,226,330,41240,39620,33120,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1899/Mercedes-EQE-350-4MATIC,Mercedes,EQE 350 4MATIC,89,Towbar possible,Sedan,5,6.3,210,475,187,600,74149,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1608/Peugeot-e-Expert-Combi-Long-75-kWh,Peugeot,e-Expert Combi Long 75 kWh,68,Towbar possible,SPV,9,14.3,130,260,262,280,58730,59303,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1827/Mini-Cooper-SE-Convertible,Mini,Cooper SE Convertible,28.9,Towbar not possible,Cabrio,4,8.2,150,165,175,230,N/A,62990,52500,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1349/Opel-Zafira-e-Life-L-75-kWh,Opel,Zafira-e Life L 75 kWh,68,Towbar possible,SPV,9,13.3,130,260,262,280,70075,68134,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1649/Genesis-GV60-Sport-Plus,Genesis,GV60 Sport Plus,74,Towbar possible,SUV,5,4,235,365,203,950,73100,N/A,67505,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range,VinFast,VF 8 Eco Extended Range,87.7,Towbar not possible,SUV,5,5.9,200,425,206,550,52990,53900,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1904/Abarth-500e-Convertible,Abarth,500e Convertible,37.8,Towbar not possible,Hatchback,4,7,155,225,168,370,40990,41490,37195,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1597/Citroen-e-Jumpy-Combi-M-75-kWh,Citroen,e-Jumpy Combi M 75 kWh,68,Towbar possible,SPV,9,13.3,130,265,257,290,57940,57022,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1515/Toyota-PROACE-Verso-L-75-kWh,Toyota,PROACE Verso L 75 kWh,68,Towbar possible,SPV,8,13.1,130,260,262,280,65385,77445,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1931/Porsche-Taycan-Turbo-Cross-Turismo,Porsche,Taycan Turbo Cross Turismo,83.7,Towbar not possible,Station,4,3.3,250,425,197,1050,165848,173264,126800,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1354/Peugeot-e-Traveller-Long-75-kWh,Peugeot,e-Traveller Long 75 kWh,68,Towbar possible,SPV,9,14.3,130,260,262,280,60430,68378,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1720/Audi-Q4-Sportback-e-tron-45-quattro,Audi,Q4 Sportback e-tron 45 quattro,76.6,Towbar possible,SUV,5,6.9,180,400,192,570,55900,63465,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1927/Porsche-Taycan-Turbo,Porsche,Taycan Turbo,83.7,Towbar not possible,Sedan,4,3.2,260,445,188,1090,164420,171763,125800,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1341/Citroen-e-SpaceTourer-M-50-kWh,Citroen,e-SpaceTourer M 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,185,250,290,53640,57083,37045,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1561/Porsche-Taycan-GTS-Sport-Turismo,Porsche,Taycan GTS Sport Turismo,83.7,Towbar not possible,Station,4,3.7,250,425,197,1050,140858,147563,111200,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1902/Mercedes-EQE-AMG-53-4MATICplus,Mercedes,EQE AMG 53 4MATIC+,90.6,Towbar possible,Sedan,5,3.5,220,465,195,690,110706,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1724/Fiat-E-Ulysse-L3-75-kWh,Fiat,E-Ulysse L3 75 kWh,68,Towbar possible,SPV,8,13.3,130,260,262,280,62990,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1900/Mercedes-EQE-500-4MATIC,Mercedes,EQE 500 4MATIC,90.6,Towbar possible,Sedan,5,4.7,210,485,187,720,88215,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1727/Fiat-500e-Cabrio-24-kWh,Fiat,500e Cabrio 24 kWh,21.3,Towbar not possible,Cabrio,4,9,135,135,158,230,35490,31990,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1351/Peugeot-e-Traveller-Standard-50-kWh,Peugeot,e-Traveller Standard 50 kWh,46.3,Towbar possible,SPV,9,13.1,130,185,250,290,53640,57428,42785,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1932/Porsche-Taycan-Turbo-S-Cross-Turismo,Porsche,Taycan Turbo S Cross Turismo,83.7,Towbar not possible,Station,4,2.9,250,410,204,1010,199168,207664,149300,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1547/Citroen-e-Berlingo-XL-50-kWh,Citroen,e-Berlingo XL 50 kWh,46.3,Towbar possible,SPV,7,11.7,135,205,226,330,43640,43556,33315,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1542/Mercedes-EQV-250-Long,Mercedes,EQV 250 Long,60,Towbar not possible,SPV,7,12,160,210,286,200,68056,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1806/VinFast-VF-8-Eco-Standard-Range,VinFast,VF 8 Eco Standard Range,82,Towbar not possible,SUV,5,5.9,200,405,202,560,50000,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1346/Opel-Zafira-e-Life-M-50-kWh,Opel,Zafira-e Life M 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,185,250,290,63250,57183,42735,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1611/Toyota-PROACE-Shuttle-M-75-kWh,Toyota,PROACE Shuttle M 75 kWh,68,Towbar possible,SPV,9,13.1,130,265,257,290,N/A,60095,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1601/Opel-Vivaro-e-Combi-L-50-kWh,Opel,Vivaro-e Combi L 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,180,257,290,51825,50044,37835,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range,VinFast,VF 8 Plus Extended Range,87.7,Towbar not possible,SUV,5,5.5,200,425,206,550,58890,59790,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1901/Mercedes-EQE-AMG-43-4MATIC,Mercedes,EQE AMG 43 4MATIC,90.6,Towbar possible,Sedan,5,4.2,210,465,195,690,104756,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1722/Fiat-E-Ulysse-L2-75-kWh,Fiat,E-Ulysse L2 75 kWh,68,Towbar possible,SPV,8,13.3,130,265,257,290,61990,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1622/Porsche-Taycan-Plus-Sport-Turismo,Porsche,Taycan Plus Sport Turismo,83.7,Towbar not possible,Station,4,5.4,230,445,188,1090,99815,105607,84654,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1617/Mercedes-eVito-Tourer-Long-60-kWh,Mercedes,eVito Tourer Long 60 kWh,60,Towbar not possible,SPV,9,12,160,210,286,310,60678,79061,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1618/Mercedes-eVito-Tourer-Extra-Long-60-kWh,Mercedes,eVito Tourer Extra-Long 60 kWh,60,Towbar not possible,SPV,9,12,160,205,293,300,61571,80253,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1595/Citroen-e-Jumpy-Combi-M-50-kWh,Citroen,e-Jumpy Combi M 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,185,250,290,51940,48008,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1625/Porsche-Taycan-Turbo-Sport-Turismo,Porsche,Taycan Turbo Sport Turismo,83.7,Towbar not possible,Station,4,3.2,260,405,207,1000,165372,172863,126800,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1342/Citroen-e-SpaceTourer-XL-50-kWh,Citroen,e-SpaceTourer XL 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,180,257,290,54430,59019,37885,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1605/Peugeot-e-Expert-Combi-Standard-50-kWh,Peugeot,e-Expert Combi Standard 50 kWh,46.3,Towbar possible,SPV,9,13.1,130,185,250,290,51940,48353,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1623/Porsche-Taycan-4S-Sport-Turismo,Porsche,Taycan 4S Sport Turismo,71,Towbar not possible,Station,4,4,250,370,192,910,114559,121463,91700,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1352/Peugeot-e-Traveller-Long-50-kWh,Peugeot,e-Traveller Long 50 kWh,46.3,Towbar possible,SPV,9,13.1,130,185,250,290,54430,59364,43625,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1626/Porsche-Taycan-Turbo-S-Sport-Turismo,Porsche,Taycan Turbo S Sport Turismo,83.7,Towbar not possible,Station,4,2.8,260,395,212,970,198692,207163,149300,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1348/Opel-Zafira-e-Life-M-75-kWh,Opel,Zafira-e Life M 75 kWh,68,Towbar possible,SPV,9,13.3,130,265,257,290,69250,66198,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1609/Toyota-PROACE-Shuttle-M-50-kWh,Toyota,PROACE Shuttle M 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,185,250,290,N/A,58895,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1606/Peugeot-e-Expert-Combi-Long-50-kWh,Peugeot,e-Expert Combi Long 50 kWh,46.3,Towbar possible,SPV,9,13.1,130,185,250,290,52730,50289,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1353/Peugeot-e-Traveller-Standard-75-kWh,Peugeot,e-Traveller Standard 75 kWh,68,Towbar possible,SPV,9,14.3,130,265,257,290,59640,66442,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1347/Opel-Zafira-e-Life-L-50-kWh,Opel,Zafira-e Life L 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,180,257,290,64075,59119,43575,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1612/Toyota-PROACE-Shuttle-L-75-kWh,Toyota,PROACE Shuttle L 75 kWh,68,Towbar possible,SPV,9,13.1,130,260,262,280,N/A,69795,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1603/Opel-Vivaro-e-Combi-L-75-kWh,Opel,Vivaro-e Combi L 75 kWh,68,Towbar possible,SPV,9,13.3,130,260,262,280,57775,59059,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1600/Opel-Vivaro-e-Combi-M-50-kWh,Opel,Vivaro-e Combi M 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,185,250,290,50992,48108,36995,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1344/Citroen-e-SpaceTourer-XL-75-kWh,Citroen,e-SpaceTourer XL 75 kWh,68,Towbar possible,SPV,9,13.3,130,260,262,280,60430,68033,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1624/Porsche-Taycan-4S-Plus-Sport-Turismo,Porsche,Taycan 4S Plus Sport Turismo,83.7,Towbar not possible,Station,4,4,250,430,195,1060,120081,127294,95996,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1598/Citroen-e-Jumpy-Combi-XL-75-kWh,Citroen,e-Jumpy Combi XL 75 kWh,68,Towbar possible,SPV,9,13.3,130,260,262,280,58730,58958,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1343/Citroen-e-SpaceTourer-M-75-kWh,Citroen,e-SpaceTourer M 75 kWh,68,Towbar possible,SPV,9,13.3,130,265,257,290,59640,66097,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1723/Fiat-E-Ulysse-L3-50-kWh,Fiat,E-Ulysse L3 50 kWh,46.3,Towbar possible,SPV,8,12.1,130,180,257,290,56990,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1545/Opel-Combo-e-Life-XL-50-kWh,Opel,Combo-e Life XL 50 kWh,46.3,Towbar possible,SPV,7,11.7,135,200,232,320,44750,N/A,34685,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1610/Toyota-PROACE-Shuttle-L-50-kWh,Toyota,PROACE Shuttle L 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,180,257,290,N/A,68595,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1596/Citroen-e-Jumpy-Combi-XL-50-kWh,Citroen,e-Jumpy Combi XL 50 kWh,46.3,Towbar possible,SPV,9,12.1,130,180,257,290,52730,49944,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1721/Fiat-E-Ulysse-L2-50-kWh,Fiat,E-Ulysse L2 50 kWh,46.3,Towbar possible,SPV,8,12.1,130,185,250,290,55990,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://ev-database.org/car/1543/Mercedes-EQV-250-Extra-Long,Mercedes,EQV 250 Extra-Long,60,Towbar not possible,SPV,7,12,160,210,286,200,68949,N/A,N/A,,,,,,,,,,,,,,,,,,,
